water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,yhv_outbreak,disease_type,data_source
34.95,8.22,6.57,7.19,4.354,496.06,158.92,2419.75,3.56,0,0,0,52,Thailand,Dry,10,2018,0.582,0.785,1,yhv,simulated
28.36,21.44,7.94,3.5,1.003,263.28,159.38,3126.15,28.19,1,0,1,66,China,Wet,8,2020,0.401,1.0,1,yhv,simulated
34.04,13.22,7.39,2.47,4.6,264.31,112.26,4918.14,26.34,0,0,1,91,India,Wet,10,2020,0.603,1.0,1,yhv,simulated
22.35,11.57,8.88,6.96,3.45,312.08,173.9,938.67,15.82,0,1,1,131,Vietnam,Dry,4,2022,0.665,0.61,1,yhv,simulated
20.16,20.76,7.59,3.07,3.304,146.08,166.68,3667.79,5.47,0,0,0,174,Malaysia,Wet,2,2020,0.579,1.0,1,yhv,simulated
32.55,17.95,6.87,3.34,2.119,7.84,135.66,4659.21,2.62,1,1,1,98,Malaysia,Wet,7,2019,0.562,1.0,1,yhv,simulated
28.79,6.16,8.22,4.63,2.033,253.33,116.42,2899.32,10.19,0,0,1,76,Vietnam,Wet,3,2019,0.525,1.0,1,yhv,simulated
32.52,9.35,7.46,6.06,4.915,5.65,147.92,1575.34,0.08,0,1,1,174,Philippines,Dry,9,2022,0.471,0.79,1,yhv,simulated
28.01,22.49,6.92,5.93,3.589,390.41,42.78,3172.96,28.89,0,0,1,170,China,Dry,8,2019,0.566,0.81,1,yhv,simulated
23.05,5.39,6.14,9.07,2.402,52.12,93.32,4794.89,14.87,0,0,0,158,China,Dry,8,2021,0.525,0.66,1,yhv,simulated
23.87,30.74,7.05,7.1,3.695,42.84,175.34,3716.5,8.89,1,1,1,61,China,Wet,6,2023,0.505,1.0,1,yhv,simulated
20.51,23.37,7.01,7.96,3.314,429.63,34.88,2045.32,20.25,0,1,1,30,China,Wet,1,2021,0.483,0.59,1,yhv,simulated
25.77,27.11,6.7,7.05,3.606,338.91,147.93,3908.17,5.86,1,1,1,136,Indonesia,Wet,2,2019,0.565,1.0,1,yhv,simulated
34.64,3.3,6.97,9.89,3.66,300.12,83.59,2493.58,12.06,1,1,0,88,India,Wet,3,2021,0.425,0.885,1,yhv,simulated
28.0,5.49,8.38,3.75,3.896,244.6,198.92,3906.32,28.44,0,1,1,119,Philippines,Wet,8,2023,0.688,1.0,1,yhv,simulated
26.08,20.17,7.78,9.46,0.638,302.25,59.94,2829.45,0.95,0,1,1,163,Malaysia,Wet,6,2020,0.136,0.7,1,yhv,simulated
20.3,5.47,8.38,2.27,3.187,121.94,185.63,1577.71,24.96,1,1,0,41,Thailand,Wet,12,2019,0.738,1.0,1,yhv,simulated
23.45,5.62,7.01,7.6,3.22,105.84,197.51,873.23,12.85,1,1,0,98,Philippines,Wet,5,2022,0.495,1.0,1,yhv,simulated
22.92,5.14,7.31,4.2,0.418,190.0,68.05,4397.14,2.92,0,1,1,171,India,Dry,11,2020,0.271,0.05,0,yhv,simulated
34.95,8.79,8.08,7.84,4.518,120.42,126.62,2275.02,3.8,0,1,1,142,India,Wet,4,2018,0.502,0.935,1,yhv,simulated
31.3,16.72,6.81,7.6,3.215,433.61,104.51,3493.42,15.0,1,1,0,87,Vietnam,Wet,5,2018,0.528,1.0,1,yhv,simulated
20.99,24.32,8.59,7.77,4.517,89.72,22.91,2245.3,25.08,1,1,1,100,Malaysia,Wet,8,2023,0.589,1.0,1,yhv,simulated
22.84,20.7,6.07,5.12,1.857,364.44,88.33,2112.18,7.72,0,1,0,119,Vietnam,Wet,11,2020,0.607,0.61,0,yhv,simulated
20.38,21.62,6.07,6.95,0.539,152.31,72.03,4586.7,23.94,1,0,1,143,India,Wet,3,2022,0.4,0.97,1,yhv,simulated
25.71,8.38,6.27,5.97,0.258,283.98,32.66,387.77,14.21,1,0,1,74,India,Wet,3,2018,0.368,0.77,1,yhv,simulated
28.9,31.98,7.61,2.27,0.014,157.54,128.78,4199.13,3.93,0,1,1,110,Malaysia,Wet,2,2020,0.278,0.955,1,yhv,simulated
22.66,14.2,6.59,5.29,0.243,167.33,105.28,1354.92,29.71,0,1,0,83,Thailand,Wet,4,2023,0.336,0.82,0,yhv,simulated
34.61,34.75,7.67,9.77,3.556,62.47,33.8,4861.16,2.78,0,1,1,32,Vietnam,Dry,5,2023,0.369,0.315,0,yhv,simulated
31.86,23.61,6.16,5.18,0.936,173.16,87.22,866.63,29.5,1,0,0,74,China,Dry,5,2021,0.488,0.97,1,yhv,simulated
33.72,28.46,7.03,9.11,2.088,486.08,184.5,4879.11,27.12,0,0,1,54,Malaysia,Wet,9,2020,0.34,0.965,1,yhv,simulated
34.36,31.31,8.08,2.09,4.093,122.64,125.23,3932.08,19.8,0,1,0,55,Thailand,Wet,2,2020,0.694,0.99,1,yhv,simulated
22.23,12.09,8.54,9.01,4.936,434.52,103.04,1872.54,13.26,1,0,1,92,Indonesia,Dry,3,2021,0.54,1.0,1,yhv,simulated
30.41,7.63,6.31,2.4,1.598,370.24,49.98,4101.56,20.8,0,0,0,110,India,Wet,7,2019,0.629,0.865,1,yhv,simulated
26.44,16.73,7.92,3.54,3.521,437.04,189.55,2172.07,11.79,0,1,1,52,Malaysia,Dry,7,2019,0.619,1.0,1,yhv,simulated
29.29,23.73,6.55,5.88,1.426,177.87,24.72,4259.28,7.0,0,0,1,69,Indonesia,Wet,5,2018,0.454,1.0,1,yhv,simulated
26.83,18.87,7.48,6.11,2.325,462.1,129.94,1500.01,14.82,0,0,0,99,Philippines,Dry,1,2022,0.391,1.0,1,yhv,simulated
28.74,28.15,8.12,9.38,4.085,0.35,92.18,1825.77,14.77,0,1,0,79,Malaysia,Wet,1,2018,0.457,1.0,1,yhv,simulated
33.32,27.46,8.63,3.15,0.113,483.6,17.45,2954.71,3.66,0,1,1,150,Philippines,Wet,1,2020,0.429,0.55,1,yhv,simulated
27.39,19.0,7.04,8.0,0.796,66.43,101.67,3037.03,14.86,0,0,1,125,Indonesia,Dry,3,2021,0.232,0.95,0,yhv,simulated
24.24,7.06,8.62,2.23,4.456,447.11,54.55,2979.51,5.89,0,0,0,124,Indonesia,Dry,8,2022,0.779,0.415,0,yhv,simulated
27.23,31.19,8.96,7.52,0.218,157.4,107.02,502.79,10.79,1,1,1,160,India,Wet,1,2018,0.35,1.0,1,yhv,simulated
29.28,34.23,7.71,8.67,4.602,322.72,44.56,3776.19,29.65,1,1,0,62,Philippines,Dry,11,2022,0.413,0.74,1,yhv,simulated
31.86,22.8,7.14,6.82,4.113,385.56,33.54,1711.11,2.14,1,0,1,121,Malaysia,Wet,8,2020,0.499,1.0,1,yhv,simulated
24.8,11.85,8.2,6.27,4.002,226.78,120.28,2592.72,17.75,1,0,1,180,China,Dry,10,2018,0.574,1.0,1,yhv,simulated
27.72,9.19,8.14,4.43,0.946,286.93,70.71,295.66,5.08,0,1,1,53,Philippines,Wet,7,2019,0.397,0.57,1,yhv,simulated
23.05,33.83,7.32,3.59,3.991,272.18,57.31,2495.85,27.56,0,0,1,59,Vietnam,Wet,3,2018,0.577,0.595,0,yhv,simulated
20.71,30.18,7.96,6.72,4.43,261.49,56.78,2031.84,13.83,0,0,0,31,China,Wet,3,2020,0.519,0.44,0,yhv,simulated
25.11,17.75,8.18,7.24,0.223,353.12,175.74,885.88,9.32,0,0,1,68,Vietnam,Dry,10,2020,0.23,0.77,0,yhv,simulated
31.97,10.06,7.3,6.4,4.464,442.32,75.72,143.54,20.54,1,1,1,76,China,Dry,3,2019,0.487,0.79,0,yhv,simulated
21.43,29.05,8.02,7.03,4.371,38.36,116.75,723.54,20.56,1,1,0,133,Vietnam,Dry,1,2020,0.519,0.91,0,yhv,simulated
22.56,0.89,6.54,9.3,0.37,17.23,121.94,1355.19,25.91,1,0,0,165,Malaysia,Dry,6,2019,0.224,0.87,1,yhv,simulated
32.6,4.44,8.16,5.54,4.91,473.44,138.32,4181.45,24.27,0,1,1,69,Indonesia,Wet,7,2018,0.592,1.0,1,yhv,simulated
27.58,8.63,6.92,7.97,2.451,270.41,44.3,3392.04,7.77,0,1,1,79,Thailand,Dry,4,2020,0.437,0.51,0,yhv,simulated
32.72,7.77,8.3,8.63,2.296,154.02,55.65,2915.57,9.93,1,1,1,174,China,Dry,11,2019,0.434,0.86,1,yhv,simulated
26.53,8.81,7.96,2.65,0.189,104.16,10.68,122.5,28.52,0,0,1,48,Thailand,Dry,10,2022,0.343,0.505,1,yhv,simulated
21.42,20.01,7.38,7.78,2.165,207.03,98.65,326.41,16.36,1,0,0,72,Vietnam,Dry,12,2020,0.335,1.0,1,yhv,simulated
32.73,10.6,6.61,8.68,2.718,65.98,45.96,611.04,15.09,1,1,1,175,China,Wet,6,2019,0.494,1.0,1,yhv,simulated
34.65,4.39,7.14,6.86,4.277,341.98,24.16,4738.38,20.17,1,0,1,75,Thailand,Wet,2,2023,0.498,0.965,1,yhv,simulated
29.77,28.61,6.45,7.6,3.019,36.95,140.76,434.36,7.57,1,0,0,160,Thailand,Dry,4,2020,0.588,1.0,1,yhv,simulated
28.15,12.88,7.02,3.81,4.852,171.34,113.77,4125.7,19.75,1,1,0,58,Philippines,Dry,2,2018,0.62,1.0,1,yhv,simulated
27.27,16.47,7.84,6.91,4.994,361.83,85.27,115.76,21.37,1,0,0,168,Vietnam,Dry,6,2022,0.493,1.0,1,yhv,simulated
23.79,7.23,6.86,2.7,4.794,189.53,21.49,2262.29,9.98,1,1,0,97,Indonesia,Dry,1,2023,0.683,0.665,0,yhv,simulated
33.0,12.02,8.6,4.43,4.88,229.03,109.93,2832.27,16.99,1,1,1,115,Vietnam,Wet,12,2023,0.702,1.0,1,yhv,simulated
26.71,28.33,6.42,5.55,2.943,439.37,170.31,773.15,4.31,1,1,1,149,China,Dry,3,2019,0.655,1.0,1,yhv,simulated
25.36,0.02,7.73,5.73,1.036,152.58,196.07,1545.79,24.25,1,0,0,137,Vietnam,Wet,8,2021,0.296,1.0,1,yhv,simulated
31.09,11.66,8.59,4.02,0.4,327.58,154.79,3695.49,11.01,1,1,1,142,Indonesia,Wet,2,2022,0.425,1.0,1,yhv,simulated
34.08,32.34,6.59,6.0,4.898,66.75,106.7,3537.35,4.62,1,0,0,75,Vietnam,Wet,5,2019,0.618,1.0,1,yhv,simulated
22.06,24.63,8.31,2.79,4.331,62.62,174.69,226.17,27.15,1,0,0,64,Vietnam,Wet,4,2022,0.709,1.0,1,yhv,simulated
24.67,11.21,8.13,8.08,2.68,47.37,21.48,3737.39,19.69,1,0,0,98,India,Dry,6,2022,0.467,0.66,1,yhv,simulated
22.15,9.94,8.76,3.39,3.119,156.99,130.31,3030.92,5.06,0,0,1,91,Thailand,Wet,10,2022,0.764,1.0,1,yhv,simulated
30.62,1.35,6.11,4.86,3.419,268.82,85.14,3342.26,11.09,0,1,1,150,Philippines,Wet,2,2020,0.736,0.71,1,yhv,simulated
26.85,29.54,8.78,2.78,3.861,221.05,133.2,1038.3,24.4,1,0,1,147,China,Dry,10,2023,0.787,1.0,1,yhv,simulated
33.78,4.25,7.19,9.05,1.646,176.57,142.1,2972.65,16.32,0,0,0,98,Vietnam,Dry,9,2018,0.266,0.715,0,yhv,simulated
25.04,11.55,6.03,3.27,2.188,443.08,45.02,3730.48,5.69,1,0,1,142,Indonesia,Wet,7,2018,0.712,1.0,1,yhv,simulated
34.76,15.12,7.95,8.42,2.097,47.88,97.65,1778.31,28.21,1,1,1,63,China,Dry,7,2020,0.361,1.0,1,yhv,simulated
32.75,19.25,6.45,9.2,2.156,7.19,41.82,227.22,1.53,1,1,0,73,India,Wet,12,2018,0.441,1.0,1,yhv,simulated
24.57,34.4,8.54,3.19,3.759,202.42,76.89,583.11,16.39,0,0,0,74,India,Dry,11,2020,0.734,0.415,0,yhv,simulated
26.34,14.15,6.86,9.3,2.963,312.6,34.02,847.52,7.85,1,0,1,33,Philippines,Wet,12,2019,0.459,1.0,1,yhv,simulated
30.51,33.62,6.56,8.85,3.128,475.32,176.79,451.19,10.22,0,0,0,55,Malaysia,Dry,9,2021,0.528,0.91,1,yhv,simulated
33.9,15.04,7.5,7.43,2.256,398.79,122.71,2317.31,16.23,1,0,0,96,China,Dry,1,2018,0.336,1.0,1,yhv,simulated
31.29,19.91,6.98,6.86,4.746,12.57,71.59,2130.35,8.15,1,1,0,82,Malaysia,Wet,12,2018,0.525,1.0,1,yhv,simulated
26.49,15.85,8.44,2.62,4.23,239.99,157.14,2095.41,0.96,0,1,0,101,Thailand,Dry,12,2019,0.736,1.0,1,yhv,simulated
26.19,1.67,6.3,4.06,2.694,401.12,108.71,380.4,3.48,1,0,1,128,India,Wet,1,2019,0.697,1.0,1,yhv,simulated
31.57,6.82,7.55,3.06,2.391,46.84,192.94,4596.6,27.31,0,1,1,118,Indonesia,Wet,1,2019,0.505,1.0,1,yhv,simulated
27.51,30.79,6.57,8.15,2.489,409.11,23.08,3464.6,25.22,1,1,0,166,China,Dry,6,2020,0.493,0.81,1,yhv,simulated
20.88,2.11,6.58,3.19,0.148,488.71,178.87,1567.59,11.16,1,1,0,96,Thailand,Wet,3,2019,0.397,1.0,1,yhv,simulated
31.41,5.18,7.19,3.47,2.592,210.26,36.02,961.75,14.22,1,0,1,44,China,Wet,2,2018,0.557,1.0,1,yhv,simulated
27.31,33.09,8.95,6.49,0.26,497.65,110.06,2939.44,25.05,0,0,1,54,Philippines,Wet,11,2022,0.388,1.0,1,yhv,simulated
24.15,19.59,8.71,8.61,1.948,499.5,71.0,2304.88,6.53,0,0,1,105,China,Dry,4,2021,0.464,0.56,1,yhv,simulated
26.93,8.07,8.34,9.38,3.299,57.42,170.88,4561.11,1.44,1,0,1,38,Philippines,Wet,2,2019,0.494,1.0,1,yhv,simulated
31.92,9.36,7.56,8.01,1.291,386.84,120.85,471.75,1.84,0,0,1,80,Indonesia,Dry,1,2019,0.22,0.89,0,yhv,simulated
29.98,16.79,6.34,2.77,4.039,391.47,132.75,735.61,29.37,0,1,1,64,Thailand,Dry,6,2022,0.768,1.0,1,yhv,simulated
25.74,30.03,6.08,5.22,4.86,68.37,166.77,1675.12,7.78,0,0,1,32,Indonesia,Wet,12,2020,0.729,0.91,1,yhv,simulated
32.59,0.91,6.48,7.87,2.338,235.85,84.99,4887.64,0.77,1,1,0,46,Indonesia,Wet,7,2020,0.501,1.0,1,yhv,simulated
26.14,34.31,8.97,7.98,2.868,39.81,137.52,1580.05,24.27,0,1,1,175,Indonesia,Dry,7,2018,0.631,0.86,1,yhv,simulated
24.11,4.74,8.9,2.52,0.33,114.69,24.79,3134.49,18.89,1,0,0,150,Philippines,Dry,9,2019,0.519,0.625,1,yhv,simulated
28.8,29.3,8.52,2.49,1.799,450.22,163.78,3512.07,25.61,0,1,1,144,Malaysia,Wet,10,2020,0.62,1.0,1,yhv,simulated
33.56,29.7,7.81,4.03,0.025,196.68,115.01,4234.05,15.68,1,0,1,126,Malaysia,Wet,11,2021,0.253,1.0,1,yhv,simulated
22.48,13.85,6.94,4.84,3.88,298.57,186.54,1945.73,19.91,1,1,0,158,Vietnam,Wet,6,2019,0.599,1.0,1,yhv,simulated
29.25,33.51,6.0,7.58,3.773,332.89,119.12,2204.9,18.9,0,1,0,32,Thailand,Dry,2,2021,0.664,0.81,1,yhv,simulated
20.13,13.22,8.55,5.89,2.51,238.48,145.64,2544.2,28.71,0,0,1,95,Vietnam,Wet,12,2020,0.591,1.0,1,yhv,simulated
24.74,2.62,8.22,3.01,4.33,482.35,29.88,338.09,17.88,1,1,0,129,Malaysia,Dry,5,2021,0.686,0.665,0,yhv,simulated
32.95,9.09,7.68,3.38,2.031,327.7,191.93,519.23,13.62,1,0,0,167,Malaysia,Dry,11,2018,0.476,1.0,1,yhv,simulated
20.21,1.26,7.88,7.56,3.088,102.35,26.95,1008.13,25.05,1,1,1,34,Malaysia,Wet,1,2020,0.478,0.74,0,yhv,simulated
33.17,10.3,8.01,6.97,1.535,263.79,74.82,2507.79,5.18,1,1,1,162,Malaysia,Dry,4,2022,0.357,0.735,1,yhv,simulated
23.33,3.25,7.95,8.62,0.869,39.62,122.29,2476.85,26.02,1,0,0,134,Vietnam,Wet,3,2022,0.218,1.0,1,yhv,simulated
27.91,5.4,8.34,3.77,4.068,360.91,113.26,2131.24,23.95,0,0,1,129,China,Wet,4,2022,0.681,1.0,1,yhv,simulated
23.66,21.47,6.66,6.8,4.847,406.07,162.78,2733.52,13.76,0,0,1,30,India,Dry,12,2022,0.58,0.91,1,yhv,simulated
27.68,34.96,6.01,9.58,4.284,392.17,55.72,4082.83,3.59,1,1,0,108,Philippines,Wet,10,2022,0.596,1.0,1,yhv,simulated
20.34,2.62,8.88,5.31,2.224,99.67,167.0,1948.76,27.06,1,1,1,96,Philippines,Dry,3,2023,0.633,0.96,1,yhv,simulated
20.78,10.45,6.73,3.45,1.72,286.03,137.71,1536.71,14.13,0,1,1,161,China,Dry,2,2018,0.538,0.715,1,yhv,simulated
34.48,22.83,8.84,3.32,0.875,267.49,119.7,2386.84,11.54,0,1,0,52,Philippines,Wet,10,2022,0.543,1.0,1,yhv,simulated
33.97,34.08,7.83,3.87,1.735,195.11,39.92,1769.78,0.74,1,0,1,84,Malaysia,Wet,11,2019,0.452,1.0,1,yhv,simulated
24.81,27.49,7.33,7.06,1.004,448.27,102.06,3570.08,11.09,1,0,0,32,Vietnam,Dry,1,2022,0.238,0.94,1,yhv,simulated
27.89,33.27,7.58,3.64,2.453,55.0,60.63,1538.71,18.26,0,1,0,103,China,Dry,12,2021,0.498,0.495,1,yhv,simulated
27.96,9.89,6.36,7.09,4.277,61.77,83.06,1201.58,19.17,1,1,0,111,Malaysia,Wet,7,2018,0.62,1.0,1,yhv,simulated
23.59,26.88,7.6,7.6,0.796,469.11,30.19,4064.02,24.44,0,1,0,59,Philippines,Dry,6,2018,0.185,0.0,0,yhv,simulated
20.14,27.29,7.05,9.73,3.35,351.95,75.25,3659.7,29.6,1,1,1,82,Indonesia,Dry,12,2022,0.417,0.54,0,yhv,simulated
20.74,0.66,8.27,5.96,1.451,442.51,21.9,3351.07,17.76,1,1,1,146,Philippines,Dry,7,2021,0.424,0.61,1,yhv,simulated
29.11,23.46,8.48,9.35,3.842,476.02,138.33,2419.32,23.64,0,1,0,130,Malaysia,Wet,7,2019,0.518,1.0,1,yhv,simulated
23.43,32.43,6.23,6.32,0.924,303.51,66.11,1541.85,16.38,1,1,1,59,Thailand,Wet,1,2018,0.437,0.67,1,yhv,simulated
26.64,11.05,6.3,8.07,4.394,495.81,51.3,2718.99,11.1,1,1,1,72,Philippines,Wet,2,2020,0.598,1.0,1,yhv,simulated
24.3,4.24,8.55,4.5,0.327,446.04,133.64,3575.43,13.92,0,0,0,81,Indonesia,Dry,9,2018,0.395,0.52,1,yhv,simulated
26.7,3.33,6.31,2.09,2.849,213.16,41.46,4927.5,19.58,0,0,0,63,Thailand,Dry,3,2022,0.779,0.665,1,yhv,simulated
21.7,23.8,6.01,4.7,3.074,365.4,120.84,4968.55,25.37,1,0,0,131,India,Dry,2,2020,0.758,1.0,1,yhv,simulated
33.67,14.55,6.26,6.04,1.161,32.93,134.54,3182.71,8.78,0,1,1,134,Philippines,Wet,12,2023,0.468,1.0,1,yhv,simulated
22.55,13.28,6.55,9.21,1.206,159.9,162.89,1874.44,10.02,1,1,0,178,India,Wet,3,2021,0.319,1.0,1,yhv,simulated
22.49,24.37,6.89,6.3,0.388,388.29,160.59,1415.29,19.49,0,0,0,113,Vietnam,Wet,7,2023,0.268,0.92,1,yhv,simulated
30.9,32.63,8.39,7.23,3.897,425.21,19.33,3639.97,27.3,1,0,1,142,Vietnam,Dry,3,2020,0.574,0.96,0,yhv,simulated
27.82,26.13,8.09,2.23,0.305,251.41,14.94,1952.4,15.41,1,1,0,118,China,Dry,3,2021,0.391,0.775,1,yhv,simulated
32.93,33.07,7.48,4.37,3.389,332.31,64.1,1154.86,22.02,1,1,0,85,Thailand,Dry,2,2022,0.524,0.74,1,yhv,simulated
20.15,23.23,6.32,4.19,3.701,176.08,62.03,4073.09,0.19,0,0,1,72,China,Wet,11,2021,0.724,0.76,1,yhv,simulated
21.8,12.87,7.01,2.38,1.801,448.32,137.21,3874.67,20.45,1,0,1,130,Thailand,Wet,11,2022,0.536,1.0,1,yhv,simulated
26.08,23.75,7.21,3.4,3.092,231.79,52.55,3684.12,12.16,0,0,1,97,India,Wet,4,2023,0.602,1.0,1,yhv,simulated
22.13,17.45,8.43,9.64,3.107,255.52,117.17,114.81,0.18,0,0,1,115,Indonesia,Dry,11,2023,0.5,0.91,1,yhv,simulated
21.01,11.96,7.96,5.27,0.224,292.46,93.13,2809.42,1.97,0,1,0,114,Indonesia,Dry,8,2018,0.259,0.35,1,yhv,simulated
34.08,0.8,8.87,8.5,1.748,456.23,157.41,3526.61,21.64,0,1,0,78,Vietnam,Wet,6,2019,0.473,0.885,1,yhv,simulated
32.4,30.36,8.97,3.54,2.014,55.89,176.58,3062.55,27.66,0,1,0,169,China,Wet,2,2022,0.684,1.0,1,yhv,simulated
24.1,27.44,6.24,5.61,3.616,327.42,79.82,3677.26,20.83,0,1,1,43,China,Wet,7,2023,0.69,0.46,1,yhv,simulated
22.59,19.24,7.33,7.3,2.192,361.47,123.65,1060.47,16.14,1,1,1,113,Malaysia,Wet,7,2022,0.362,1.0,1,yhv,simulated
32.48,2.46,7.69,7.63,3.578,470.75,154.25,285.91,2.67,1,1,1,108,Indonesia,Wet,2,2021,0.444,1.0,1,yhv,simulated
21.87,20.4,6.63,3.62,0.325,265.95,64.42,2659.35,8.73,1,1,0,164,Philippines,Dry,1,2020,0.394,0.725,1,yhv,simulated
31.46,11.62,8.34,4.57,1.17,264.55,165.49,4733.85,8.79,0,0,1,138,India,Wet,5,2019,0.451,1.0,1,yhv,simulated
22.2,33.65,6.79,8.68,2.445,345.03,15.27,2758.6,16.89,0,0,1,157,Philippines,Wet,3,2020,0.434,0.56,1,yhv,simulated
21.94,30.22,7.07,2.64,3.256,110.87,127.86,2441.03,28.03,0,0,0,168,India,Wet,1,2019,0.65,0.895,1,yhv,simulated
33.41,8.49,8.28,7.15,2.702,447.76,94.31,3936.44,1.5,0,1,0,36,Indonesia,Dry,5,2022,0.525,0.685,0,yhv,simulated
28.47,15.4,8.57,4.42,0.274,361.21,182.22,2988.27,18.3,0,0,0,92,Vietnam,Dry,2,2020,0.395,0.97,1,yhv,simulated
34.47,21.31,6.06,8.26,4.968,269.38,138.64,2465.49,3.8,1,0,1,54,India,Wet,3,2021,0.631,1.0,1,yhv,simulated
33.16,0.91,7.78,6.02,1.156,122.08,15.06,2964.88,15.72,1,1,0,144,China,Dry,2,2019,0.308,0.615,1,yhv,simulated
33.33,28.1,8.88,3.42,2.36,117.89,126.13,1218.51,8.69,0,0,0,45,India,Dry,6,2023,0.712,0.89,1,yhv,simulated
25.27,17.71,6.06,8.24,2.746,63.71,25.45,402.57,29.59,0,1,1,98,Indonesia,Dry,2,2020,0.604,0.46,1,yhv,simulated
27.11,18.13,7.37,3.07,3.117,54.74,52.04,1181.15,9.58,0,0,0,96,Philippines,Wet,1,2021,0.586,0.995,1,yhv,simulated
28.15,12.93,7.17,3.43,4.875,216.01,22.48,168.27,3.1,0,0,1,110,China,Dry,8,2023,0.607,0.845,1,yhv,simulated
23.72,23.67,8.62,7.34,1.025,378.97,170.65,936.76,19.66,1,1,1,100,Thailand,Dry,7,2018,0.389,1.0,1,yhv,simulated
28.79,28.17,7.06,7.95,4.802,101.16,45.13,1677.49,7.99,0,1,1,142,Indonesia,Dry,4,2018,0.475,0.44,1,yhv,simulated
28.43,17.39,6.52,7.76,0.535,397.15,89.7,583.49,7.43,1,1,1,37,Thailand,Dry,8,2023,0.297,0.92,1,yhv,simulated
28.71,6.06,6.62,4.62,3.51,355.47,135.59,3721.02,16.3,0,1,1,78,Malaysia,Wet,5,2021,0.659,1.0,1,yhv,simulated
22.48,34.5,6.01,3.65,0.049,190.86,109.71,1268.69,4.99,0,1,0,76,Vietnam,Wet,11,2020,0.465,0.725,1,yhv,simulated
34.1,14.13,8.63,5.78,4.959,361.18,92.16,1370.51,15.95,1,0,0,107,Philippines,Dry,2,2022,0.662,1.0,1,yhv,simulated
33.86,21.5,6.89,6.51,1.336,279.12,104.25,870.77,12.78,1,1,1,155,Thailand,Dry,5,2021,0.366,1.0,1,yhv,simulated
29.6,13.29,6.87,2.44,1.271,20.47,57.19,2324.07,8.85,1,1,0,37,India,Dry,12,2019,0.498,1.0,1,yhv,simulated
23.33,10.29,7.35,3.65,0.422,162.77,106.18,1897.62,12.73,1,0,1,50,Malaysia,Wet,7,2019,0.284,1.0,1,yhv,simulated
26.6,18.63,7.49,2.26,3.844,425.49,96.39,384.67,14.74,0,0,0,139,Malaysia,Wet,12,2019,0.593,1.0,1,yhv,simulated
23.9,21.95,7.25,4.81,2.388,395.64,25.88,672.79,21.15,0,0,1,51,Vietnam,Dry,4,2019,0.48,0.49,0,yhv,simulated
26.61,18.35,6.52,2.27,0.302,313.94,54.08,4275.3,26.43,1,1,0,177,Thailand,Dry,4,2021,0.455,0.975,1,yhv,simulated
20.23,4.25,7.96,3.9,0.276,20.13,181.78,2926.46,23.5,0,0,0,59,Indonesia,Dry,4,2020,0.311,0.555,1,yhv,simulated
23.34,1.71,7.7,9.1,0.583,405.89,59.88,3137.69,21.79,0,1,1,101,Malaysia,Wet,3,2022,0.128,0.25,0,yhv,simulated
21.35,16.86,6.81,8.27,3.98,251.26,25.28,1089.37,0.51,0,1,0,42,Indonesia,Dry,12,2023,0.506,0.41,0,yhv,simulated
21.15,9.7,6.42,3.81,4.576,51.64,181.43,4326.3,12.76,0,1,0,125,Vietnam,Wet,12,2023,0.72,0.865,0,yhv,simulated
22.6,2.63,8.32,9.13,0.816,321.3,143.11,2576.67,5.33,1,0,0,101,Indonesia,Dry,12,2023,0.256,0.87,1,yhv,simulated
24.44,18.0,8.0,2.6,2.96,131.28,35.88,4476.45,8.08,0,1,1,160,Thailand,Wet,2,2022,0.659,0.695,1,yhv,simulated
31.21,2.73,7.74,6.67,2.62,251.4,62.0,4219.85,23.59,1,1,0,139,Malaysia,Wet,4,2019,0.442,0.94,1,yhv,simulated
23.52,22.21,6.13,3.21,2.767,436.57,55.7,2180.42,27.92,0,0,0,144,Thailand,Wet,9,2023,0.762,0.815,1,yhv,simulated
26.68,12.2,6.62,2.79,1.783,91.57,149.16,534.18,16.12,0,1,0,74,Thailand,Dry,7,2022,0.585,1.0,1,yhv,simulated
27.54,6.2,6.06,2.29,0.787,46.82,162.29,1061.48,28.45,1,1,1,45,Malaysia,Dry,5,2021,0.584,1.0,1,yhv,simulated
28.63,28.0,7.75,6.6,3.64,394.22,85.15,3879.99,29.93,0,0,1,93,Malaysia,Dry,9,2018,0.488,0.54,0,yhv,simulated
33.37,29.6,6.73,9.83,0.664,22.78,37.9,2450.97,2.61,1,0,1,42,Vietnam,Wet,7,2018,0.208,0.895,1,yhv,simulated
31.44,24.73,8.82,7.21,1.631,324.82,149.1,207.58,11.06,0,1,0,122,Malaysia,Wet,1,2020,0.494,1.0,1,yhv,simulated
26.04,17.62,6.49,7.66,4.874,16.73,168.02,4398.09,12.59,0,1,1,43,Thailand,Dry,10,2018,0.58,1.0,1,yhv,simulated
26.51,33.81,7.35,7.44,2.563,146.48,36.75,926.58,23.81,1,0,1,160,India,Wet,10,2023,0.395,1.0,1,yhv,simulated
28.26,31.94,6.32,5.87,0.273,57.81,85.85,2349.29,23.92,1,0,0,79,Vietnam,Wet,4,2020,0.365,0.97,1,yhv,simulated
